System IP: ::1 - February 13, 2023, 10:57:56 am,Action: Login TO,User: CE011929747,Description: ASHUTOSH RAWAT Log In To EMS,
System IP: ::1 - February 13, 2023, 10:58:47 am,Action: /emsdemo/View/message-popup.php,User: CE011929747,Description:  Open Page ,
System IP: ::1 - February 13, 2023, 10:59:01 am,Action: /emsdemo/View/message-popup.php,User: CE011929747,Description: Input Field :txt_comment Changed |  Button Action :btnSave1 Click |  ,
System IP: ::1 - February 13, 2023, 10:59:10 am,Action: /emsdemo/View/message-popup.php,User: CE011929747,Description:  Open Page ,
System IP: ::1 - February 13, 2023, 10:59:13 am,Action: Logout,User: CE011929747,Description: ASHUTOSH RAWAT Log Out From EMS,
System IP: ::1 - February 13, 2023, 11:00:40 am,Action: Login TO,User: CE1021940769,Description: Zeeshan uj Khan Log In To EMS,
System IP: ::1 - February 13, 2023, 11:01:13 am,Action: /emsdemo/View/index.php,User: CE1021940769,Description:  Open Page ,
System IP: ::1 - February 13, 2023, 11:35:26 am,Action: Login TO,User: CE1021940769,Description: Zeeshan uj Khan Log In To EMS,
System IP: ::1 - February 13, 2023, 11:35:31 am,Action: /emsdemo/View/index.php,User: CE1021940769,Description:  Open Page ,
System IP: ::1 - February 13, 2023, 11:36:08 am,Action: /emsdemo/View/check_issue.php,User: CE1021940769,Description:  Open Page ,
System IP: ::1 - February 13, 2023, 11:36:30 am,Action: /emsdemo/View/view_issue.php,User: CE1021940769,Description:  Open Page ,
System IP: ::1 - February 13, 2023, 11:36:42 am,Action: /emsdemo/View/add_issue.php,User: CE1021940769,Description:  Open Page ,
System IP: ::1 - February 13, 2023, 11:37:03 am,Action: /emsdemo/View/add_issue.php,User: CE1021940769,Description: DropDown Field :queryto Changed |  DropDown Field :querysub Changed |  Input Field :committed_with Changed |  Input Field :txtMob Changed |  Input Field :concern_off Changed |  Input Field :concern_off Changed |  Input Field :remark Changed |  ,
System IP: ::1 - February 13, 2023, 11:37:59 am,Action: /emsdemo/View/index.php,User: CE1021940769,Description:  Open Page ,
System IP: ::1 - February 13, 2023, 11:38:07 am,Action: /emsdemo/View/view_issue.php,User: CE1021940769,Description:  Open Page ,
System IP: ::1 - February 13, 2023, 11:38:13 am,Action: /emsdemo/View/open_issue.php,User: CE1021940769,Description:  Open Page ,
System IP: 127.0.0.1 - February 13, 2023, 11:40:32 am,Action: Login TO,User: CE1021940881,Description: Rizwan Qureshi Log In To EMS,
System IP: 127.0.0.1 - February 13, 2023, 11:40:48 am,Action: Login TO,User: CE1021940881,Description: Rizwan Qureshi Log In To EMS,
System IP: 127.0.0.1 - February 13, 2023, 11:41:24 am,Action: Login TO,User: CE1021940881,Description: Rizwan Qureshi Log In To EMS,
System IP: 127.0.0.1 - February 13, 2023, 11:41:55 am,Action: /emsdemo/View/message-popup.php,User: CE1021940881,Description:  Open Page ,
System IP: 127.0.0.1 - February 13, 2023, 11:42:03 am,Action: /emsdemo/View/open_issue.php,User: CE1021940881,Description:  Open Page ,
System IP: 127.0.0.1 - February 13, 2023, 12:23:14 pm,Action: Login TO,User: CE1021940881,Description: Rizwan Qureshi Log In To EMS,
System IP: 127.0.0.1 - February 13, 2023, 12:23:20 pm,Action: /emsdemo/View/message-popup.php,User: CE1021940881,Description:  Open Page ,
