System IP: ::1 - September 18, 2023, 8:58:26 am,Action: Login TO,User: CE10091236,Description: Bachan Singh Rawat Log In To EMS,
System IP: ::1 - September 18, 2023, 9:15:42 am,Action: Login TO,User: CE12102224,Description: Mohd Masood Log In To EMS,
System IP: ::1 - September 18, 2023, 9:15:50 am,Action: /emsdemo/View/index.php,User: CE12102224,Description:  Open Page ,
System IP: ::1 - September 18, 2023, 9:16:32 am,Action: Logout,User: CE12102224,Description: Mohd Masood Log Out From EMS,
System IP: ::1 - September 18, 2023, 9:16:42 am,Action: Login TO,User: CE10091236,Description: Bachan Singh Rawat Log In To EMS,
System IP: ::1 - September 18, 2023, 9:16:50 am,Action: /emsdemo/View/index.php,User: CE10091236,Description:  Open Page ,
System IP: ::1 - September 18, 2023, 9:17:23 am,Action: /emsdemo/View/ithdk_handle_mails.php,User: CE10091236,Description:  Open Page ,
System IP: ::1 - September 18, 2023, 12:06:57 pm,Action: Login TO,User: CE10091236,Description: Bachan Singh Rawat Log In To EMS,
System IP: ::1 - September 18, 2023, 12:07:09 pm,Action: /emsdemo/View/index.php,User: CE10091236,Description:  Open Page ,
System IP: ::1 - September 18, 2023, 12:07:44 pm,Action: /emsdemo/View/index.php,User: CE10091236,Description:  Open Page ,
System IP: ::1 - September 18, 2023, 12:08:17 pm,Action: /emsdemo/View/index.php,User: CE10091236,Description:  Open Page ,
System IP: ::1 - September 18, 2023, 12:08:33 pm,Action: /emsdemo/View/manage_report_module.php,User: CE10091236,Description:  Open Page ,
System IP: ::1 - September 18, 2023, 12:09:04 pm,Action: /emsdemo/View/manage_report_module.php,User: CE10091236,Description:  Open Page ,
System IP: ::1 - September 18, 2023, 12:09:25 pm,Action: /emsdemo/View/rpt_dynmc.php,User: CE10091236,Description:  Open Page ,
System IP: ::1 - September 18, 2023, 12:10:08 pm,Action: /emsdemo/View/ithdk_handle_mails.php,User: CE10091236,Description:  Open Page ,
System IP: ::1 - September 18, 2023, 2:28:27 pm,Action: Login TO,User: CE10091236,Description: Bachan Singh Rawat Log In To EMS,
System IP: ::1 - September 18, 2023, 2:28:37 pm,Action: /emsdemo/View/index.php,User: CE10091236,Description:  Open Page ,
System IP: ::1 - September 18, 2023, 2:29:26 pm,Action: /emsdemo/View/ithdk_handle_mails.php,User: CE10091236,Description:  Open Page ,
System IP: ::1 - September 18, 2023, 2:30:12 pm,Action: /emsdemo/View/ithdk_handle_mails.php,User: CE10091236,Description: Input Field :BangaloreGopalna Changed |  Input Field :BangaloreHebbal Changed |  DropDown Field :mailType Changed |  Input Field :emailIT Changed |  Button Action :btn_add_new Click |  ,
System IP: ::1 - September 18, 2023, 2:35:39 pm,Action: /emsdemo/View/ithdk_handle_mails.php,User: CE10091236,Description:  Open Page ,
System IP: ::1 - September 18, 2023, 2:39:15 pm,Action: Login TO,User: CE10091236,Description: Bachan Singh Rawat Log In To EMS,
System IP: ::1 - September 18, 2023, 2:39:21 pm,Action: /emsdemo/View/index.php,User: CE10091236,Description:  Open Page ,
System IP: ::1 - September 18, 2023, 2:39:37 pm,Action: /emsdemo/View/ithdk_handle_mails.php,User: CE10091236,Description:  Open Page ,
System IP: ::1 - September 18, 2023, 5:40:43 pm,Action: Login TO,User: CE10091236,Description: Bachan Singh Rawat Log In To EMS,
System IP: ::1 - September 18, 2023, 5:40:50 pm,Action: /emsdemo/View/index.php,User: CE10091236,Description:  Open Page ,
System IP: ::1 - September 18, 2023, 5:41:01 pm,Action: /emsdemo/View/welcome_mail_template.php,User: CE10091236,Description:  Open Page ,
System IP: ::1 - September 18, 2023, 5:41:45 pm,Action: /emsdemo/View/welcome_mail_template.php,User: CE10091236,Description:  Open Page ,
System IP: ::1 - September 18, 2023, 5:43:07 pm,Action: /emsdemo/View/welcome_mail_template.php,User: CE10091236,Description:  Open Page ,
System IP: ::1 - September 18, 2023, 5:45:23 pm,Action: Login TO,User: CE10091236,Description: Bachan Singh Rawat Log In To EMS,
System IP: ::1 - September 18, 2023, 5:45:29 pm,Action: /emsdemo/View/index.php,User: CE10091236,Description:  Open Page ,
System IP: ::1 - September 18, 2023, 5:45:40 pm,Action: /emsdemo/View/welcome_mail_template.php,User: CE10091236,Description:  Open Page ,
System IP: ::1 - September 18, 2023, 5:45:48 pm,Action: /emsdemo/View/module_master_new.php,User: CE10091236,Description:  Open Page ,
System IP: ::1 - September 18, 2023, 5:46:11 pm,Action: /emsdemo/View/module_master_new.php,User: CE10091236,Description:  Open Page ,
System IP: ::1 - September 18, 2023, 5:46:28 pm,Action: /emsdemo/View/module_master_new.php,User: CE10091236,Description:  Open Page ,
System IP: ::1 - September 18, 2023, 5:47:26 pm,Action: /emsdemo/View/module_master_new.php,User: CE10091236,Description:  Open Page ,
System IP: ::1 - September 18, 2023, 5:49:38 pm,Action: /emsdemo/View/welcome_mail_template.php,User: CE10091236,Description:  Open Page ,
